width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,keypoint_11_x,keypoint_11_y,keypoint_12_x,keypoint_12_y,keypoint_13_x,keypoint_13_y,keypoint_14_x,keypoint_14_y,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,quality
121,61,26.275501,39.531837,2.573331,2.1249752,117.66391,38.066013,136.36563,38.008728,177.52443,34.24002,96.878876,78.17897,111.397545,89.10517,107.175934,115.65858,77.94462,154.4904,41.472332,80.05377,120.868805,127.747894,134.96408,150.0485,134.68073,89.12485,173.46967,96.53366,172.16756,158.57016,1.635615105,6.443256378,2.057637533,-4.44191,4.0797577,-60.94332,15.196831,70.348495,2.921228711,-28.33262634,6.274414063,1.750414306,0.7
73,38,32.077183,34.69563,1.0424843,0.60675144,129.9874,29.936768,157.03677,32.036316,178.67378,24.851786,107.906845,92.339355,127.50058,107.815865,123.39165,147.88757,90.939095,194.46655,54.655155,72.82636,133.02379,168.30492,144.52574,187.9693,149.12793,109.75836,178.79956,99.10914,174.37465,194.26784,7.369841997,11.9433918,13.61324565,-6.4972534,-0.19871521,-80.153435,22.577972,55.282135,1.041627836,0.537445068,5.816040039,3.13357198,0.7
157,96,21.843191,70.12212,82.514496,70.70541,128.91873,63.926136,150.46674,66.05046,192.10942,63.16931,84.2108,96.55546,111.74001,107.53384,119.682045,137.8367,85.42536,179.61229,43.375397,72.03174,137.12775,144.56694,155.49214,176.70761,152.2201,111.19218,192.89447,114.70399,193.2286,174.44102,0.711504828,14.47631149,5.53163147,-2.9046783,-5.1712646,-69.173775,21.532206,3.071444194,2.603564404,-19.30583954,1.269475301,2.023985879,0.7
103,62,25.328352,48.32861,1.5610961,1.2467825,134.14197,58.260124,156.03331,57.290924,180.76154,56.31077,111.09226,116.96265,130.85391,128.32889,129.18164,161.81516,100.597374,191.00745,55.873367,112.03681,142.36263,168.10365,154.62726,192.6092,156.79144,112.4684,184.11157,125.05637,185.69475,195.0129,4.619665862,13.4379921,2.380152384,1.6017609,4.0054474,-64.28032,30.545015,51.579895,6.77105455,15.57447815,5.522160848,2.632299641,0.7
84,47,37.58607,61.851517,2.0276823,1.7477274,127.16515,52.155106,152.80562,50.476513,190.55113,44.376667,88.92842,93.70391,107.91002,102.06135,109.15577,135.9712,83.823395,176.51666,47.862164,100.74691,128.12686,154.97913,144.59999,170.5015,147.30042,109.98964,192.95259,107.80604,188.63708,161.62859,10.0888766,19.27313232,9.140553792,-6.015167,-14.888077,-68.44015,10.276093,81.39536,3.978197201,-37.19287109,4.477976481,2.975771012,0.7
96,74,40.414444,37.004585,110.71536,37.03643,144.16876,33.593567,162.34651,34.673004,190.05109,29.22961,110.42383,57.109093,130.77568,71.35914,128.91846,100.603226,104.114456,141.4478,51.153202,72.25831,146.88907,108.63482,164.86047,133.8053,162.65244,81.119385,185.53445,81.53736,190.31348,133.01141,0.430282742,11.58340225,3.147994995,-7.642502,-8.436386,-62.44616,10.738758,8.606847127,13.63135876,11.9896698,6.197092692,1.307830501,0.7
82,59,25.817593,56.451286,1.9415383,1.8666885,116.08693,55.97133,135.21646,57.36473,167.93448,57.25817,98.18049,98.45412,111.43322,110.031044,116.98898,135.01636,86.83008,174.85811,54.36825,124.625,131.24657,133.00786,146.44792,177.11652,136.83714,91.66107,176.54593,108.78054,184.78285,174.1809,5.053432721,2.200286865,13.89482625,2.2584076,-0.6772156,-67.08547,28.55066,50.945496,1.217991733,-13.42576599,16.97322083,2.841716179,0.7
81,40,34.828262,46.682823,5.243882,3.4833565,106.93959,44.781998,126.2611,43.98268,169.6753,43.26744,88.5721,92.23795,104.682594,106.28081,103.482925,137.76837,84.82568,174.9382,49.50707,121.71221,119.77828,155.40416,134.33026,177.8388,132.13776,102.17265,173.6925,117.12001,174.8904,193.49342,1.939804998,4.214698792,9.29720815,2.9006042,18.555222,-71.558,14.678806,66.19237,7.476862018,-53.3600769,6.154881795,1.461521336,0.7
95,55,49.879498,62.28097,1.2489103,1.0215566,128.85791,68.095474,151.31564,69.49177,193.05763,69.26404,92.27866,107.237114,114.44944,113.30753,117.379135,140.66655,98.34803,186.1322,44.432476,100.479485,137.67651,160.23291,159.15775,189.64471,156.9036,129.74995,192.17625,129.8038,192.56715,189.50273,7.944865739,10.00417709,8.953369141,3.5125122,3.3705292,-76.33718,5.4470215,75.6785,13.46756484,-49.42103577,0.91456604,3.967985316,0.7
63,38,19.032856,40.47356,79.22282,43.509552,113.97133,40.7614,137.7955,39.821053,175.04364,29.160894,75.62947,67.96715,109.41089,64.475876,117.984116,100.08261,79.93888,157.59238,35.372963,87.2692,131.13684,95.405624,150.06961,151.23471,135.51138,69.12678,180.68733,79.44697,178.78842,133.7611,6.46046314,19.16880455,17.88822428,-6.357666,-23.831284,-86.758835,16.340107,5.268503825,3.300532795,-27.20614624,6.258977254,4.236387619,0.7
48,41,37.10391,70.16231,1.7253461,1.9983246,96.713554,72.28349,112.14336,76.295006,161.97697,77.56119,78.08956,113.257904,95.08534,123.3823,98.99685,131.80922,80.24597,161.67398,35.457695,109.60286,112.13754,140.29478,123.35519,164.64641,119.93433,118.64354,162.45158,123.861885,166.2859,175.35219,9.270189191,11.41039276,12.6685435,2.9724274,13.678207,-41.264107,1.6462135,62.980125,13.33891873,-70.91719437,5.428838094,4.709230832,0.7
53,34,54.0879,34.739563,1.8607931,1.4497457,131.29149,41.212666,155.42978,37.738472,183.74962,38.454323,100.91997,103.38031,115.70734,114.070206,115.86021,153.5916,98.22979,187.83676,63.282856,112.175865,139.24963,171.60905,154.67351,201.3456,157.72151,107.272644,177.85034,104.193954,179.04521,189.33743,4.527883914,7.1889534,3.559814453,13.508835,1.5006714,-87.27539,9.194958,67.88941,5.653967591,-27.71266937,7.069132487,1.521007865,0.7
89,57,46.762318,76.1151,1.6717719,1.6164328,117.25765,82.17948,134.22656,83.038414,165.78154,88.56889,91.83263,127.467606,111.62151,143.05647,112.614456,170.24268,89.37492,197.72537,49.349483,109.48809,126.60426,179.7798,137.8665,205.22824,137.14755,140.38426,165.16158,143.22368,166.60332,204.68909,6.623075172,13.31272888,4.373947144,7.5028687,6.9637146,-62.17177,2.5871658,53.167084,5.644601824,-26.55244446,1.509017944,1.300818602,0.7
105,70,33.3529,61.880775,1.7565528,1.5071205,116.33516,63.348724,141.02432,60.783333,189.52518,65.73894,77.47832,115.59338,105.575325,125.12516,101.93589,151.43604,71.23499,183.5016,33.20617,101.48861,117.44673,168.55052,130.65161,193.25723,132.29045,120.3433,182.12962,131.9314,178.28145,197.09438,3.46367499,6.423553467,12.73771667,9.7556305,13.592773,-68.13207,0.14673233,87.58929,2.829921027,-63.39778137,12.42617798,0.415336915,0.7
142,62,61.256256,53.726162,2.1436388,1.6310608,114.55673,52.23457,132.76881,53.344467,160.48529,52.78163,89.878044,107.72421,107.986,114.33418,107.56091,150.88223,83.88018,182.8087,62.994358,99.414795,121.01824,162.1707,131.61133,180.86542,134.75615,116.97414,161.3736,125.833496,164.55579,198.16228,2.123030828,2.054428101,3.421437581,-1.9432831,15.353577,-66.531235,1.738102,52.924377,-0.721413066,-38.55664063,4.835123698,2.123848668,0.7
187,96,40.95297,63.079887,1.5596383,1.3464191,108.56861,67.55289,123.454185,72.08897,160.61284,52.174973,88.91362,120.491585,96.745094,150.17773,95.94599,176.78267,70.72684,202.15434,39.381138,90.94068,110.6557,173.0935,120.131935,208.66513,123.60522,131.72026,156.66068,135.529,149.15558,206.68803,2.39133159,24.38699341,4.530352275,6.510788,4.5336914,-58.487396,1.5718307,64.66685,1.509457618,-36.47280884,12.64157613,2.847304789,0.7
93,44,54.48094,58.317238,92.684944,61.81433,125.056885,51.69406,147.40807,53.701057,197.26883,52.126595,89.34856,89.805664,107.74311,103.01274,105.810425,142.16476,86.49309,187.3846,56.435425,65.77899,129.4693,156.26369,147.98994,199.3074,147.17181,115.77208,193.78908,114.2162,192.2017,191.35214,5.132235458,18.14050751,0.933339437,11.922806,3.9675446,-96.29466,1.954483,6.352170308,2.134915283,-73.84794617,5.697926839,2.313330456,0.7
74,39,22.071104,30.27525,79.96316,28.40868,124.4335,26.622215,141.38554,26.972982,165.85986,20.992132,88.03898,57.98639,111.41716,62.94712,113.15912,107.300186,78.64354,163.34155,33.876442,49.582043,132.2341,117.053055,152.29903,164.77382,143.09761,86.53617,180.12637,92.4112,180.70235,170.77441,2.484368775,11.38831329,13.40992737,1.4322662,7.4328613,-101.8267,11.805338,11.64750671,3.370642057,19.50967407,19.4059906,1.130945181,0.7
115,69,25.183323,47.71129,0.883568,0.71649146,115.716965,36.396576,133.45273,38.76028,176.61066,38.624954,105.167336,85.14849,118.79134,108.591225,120.97906,125.87925,93.39395,198.82062,29.272179,95.43896,131.54037,131.13005,142.12538,195.68517,137.6549,96.55477,177.63132,109.95827,181.40501,190.96945,3.960468407,14.67602921,8.762090047,-3.1354523,-7.851166,-87.09394,4.0888557,55.6316,14.65403392,-31.2537384,5.712031047,1.360774153,0.7
102,55,43.592876,46.144417,1.579505,1.2465491,109.08672,45.84328,127.67702,47.656696,162.08855,47.518764,84.014206,89.3835,106.588875,105.53165,105.76843,139.02623,80.01051,196.45258,43.78421,62.859783,118.82956,161.80243,132.29713,192.4943,131.25781,117.265045,164.26927,124.57368,163.70262,198.38371,1.56359579,3.187763214,5.467274984,-3.9582825,1.9311371,-86.96265,0.19133377,56.320114,2.364094193,-40.50979614,2.529871623,1.214062824,0.7
93,55,30.368158,43.5056,90.61297,50.119877,113.026245,45.613556,127.30178,50.426323,161.18611,47.447197,89.00778,71.56012,107.1277,99.78542,107.55633,148.34402,79.97978,179.28145,31.951319,57.169872,123.587395,158.61394,140.379,176.43007,129.98529,104.75153,165.72298,106.153885,170.09688,180.12213,7.386039394,11.45173111,15.64728546,-2.8513794,0.840683,-76.644646,1.5831604,13.10746002,6.030592459,-13.66164398,8.965082804,2.082840891,0.7
95,48,41.541183,36.830162,1.2641327,0.8749813,107.05301,44.473167,123.537766,45.60296,155.52563,56.33651,80.75493,99.86433,100.678734,114.65738,98.133286,152.17358,67.1635,203.97699,38.072273,88.98653,106.67862,170.44504,113.39198,209.46397,121.19439,121.92857,151.9175,127.15579,149.94272,212.56175,3.111330074,21.05162048,11.96545664,5.4869843,8.584763,-94.806595,3.4689102,57.39235,-0.474664815,-31.4334259,6.127365112,1.496390042,0.7
79,48,50.03913,44.373554,1.5227618,1.2419713,130.86484,46.585884,150.9395,48.990738,172.9116,43.941456,101.21316,77.2696,120.76654,91.70405,126.100044,122.707504,107.65552,159.04285,69.438446,98.86794,138.97255,129.93707,156.87001,155.00143,149.88387,94.6087,177.17984,97.80344,179.91434,155.2746,4.769822531,7.261611938,8.611099243,-4.0414124,-3.7682495,-63.297386,19.399315,46.81156,8.346866225,-3.267829895,7.51399231,0.397163518,0.7
62,39,39.543407,67.48693,1.8266954,1.8672521,105.75588,63.21972,122.565506,61.517742,148.26616,56.859344,77.51799,116.980286,99.09798,117.062546,103.225945,142.95381,74.28877,177.51836,38.013714,115.93068,112.769844,152.08505,123.51088,176.17514,124.74243,110.105576,146.73718,110.28953,146.65176,179.20865,3.215050944,12.32956314,2.272318522,-1.343216,1.6902924,-59.112595,1.5296936,45.040215,3.429666052,-18.80807495,2.095586141,1.228376707,0.7
71,38,39.55375,45.616924,88.883,50.11366,109.955795,43.68184,129.24281,46.42503,148.68745,42.366707,79.238075,107.29369,102.13727,120.8666,99.69907,160.6491,72.45231,198.694,42.823326,68.94292,119.69342,168.83932,129.90605,199.58377,129.07784,117.82952,155.8125,117.507454,155.0998,199.90169,1.326335354,10.51405106,0.994298299,0.8897705,1.2076874,-78.71717,3.269577,17.38375092,0.50999115,-7.061271667,9.024927775,2.082781361,0.7
52,28,27.875671,66.64957,74.14548,63.909195,112.37715,67.183876,132.56422,69.004196,168.6856,66.689064,73.70742,93.439575,102.0386,119.15202,97.31897,166.7231,73.5006,203.12216,28.441942,99.278076,116.8762,182.19151,135.85123,208.3629,127.293434,129.82294,168.5247,127.25256,164.86978,205.0573,1.713444847,5.63119812,9.219052633,5.240738,1.9351349,-89.21088,0.5662708,0.721959432,6.657753873,-28.11540222,4.980489095,2.930822085,0.7
79,52,49.00088,75.81107,1.5173503,1.477625,102.59897,74.49878,121.80464,73.81103,158.02586,75.98413,87.39539,117.931854,107.10752,127.79083,107.269394,149.31471,82.77954,192.28601,49.9875,121.07973,118.28025,167.2641,134.45174,196.68199,129.23337,128.9267,156.26648,136.07346,157.52887,197.8171,4.474204711,3.485397339,13.38388062,4.395981,5.531082,-68.89116,0.98661804,50.75647,3.094229396,-57.25570297,2.014511108,6.11047836,0.7
124,60,36.72927,42.484737,1.3406038,1.0038954,117.515816,38.585278,135.02786,39.67106,157.564,38.15673,96.668625,76.79287,110.135025,107.24725,111.39764,156.69388,84.6319,189.02188,40.87201,102.21309,130.51398,171.27657,142.32521,187.59567,141.91539,108.00382,157.51361,107.88529,158.42224,190.72856,0.060752157,5.520568848,9.456573486,-1.4262085,1.7066803,-80.34842,4.1427383,46.16636,6.373218903,0.690185547,1.17791748,2.501902671,0.7
134,61,47.060745,35.981407,94.98289,38.42994,122.527954,39.189384,137.31876,40.718197,169.40921,40.036285,96.450195,61.631817,118.71994,97.47456,114.23389,157.68782,89.42851,193.82307,42.28052,90.23525,126.18982,173.83975,137.91719,195.05669,135.825,111.95931,170.05373,117.314514,168.52809,198.89912,2.656235033,6.661478424,2.390625,1.2336121,5.07605,-97.58212,4.780224,8.384045919,7.296472543,-18.29530334,1.60450236,0.539941209,0.7
195,110,33.08023,53.82241,1.3938015,1.313565,112.86771,52.29469,129.32498,53.21423,160.29971,48.6248,97.000244,101.89278,107.43683,108.42695,109.709785,129.06018,85.4839,157.5829,33.641556,103.0638,123.53938,131.14078,139.25537,159.72195,135.28151,98.09147,160.98509,101.28579,164.44922,163.3365,4.229719192,6.728462219,10.59127299,2.1390533,5.753601,-51.295006,0.5613251,50.589928,15.57346584,-15.07653809,5.075749715,3.254972758,0.7
88,48,42.797756,56.525787,1.230211,1.120389,126.60629,53.228226,145.98436,56.23907,179.68886,53.406162,98.85528,102.53027,117.91134,95.687584,123.86334,130.98242,86.6235,187.77904,44.25851,92.336624,140.61732,133.12271,154.991,194.00659,149.9515,114.1953,183.57823,124.176674,187.54927,201.84607,1.487206021,6.130470276,9.364079793,6.2275543,14.067032,-98.31901,1.4607544,55.825516,1.972159453,-22.3565979,7.887629191,0.709243711,0.7
100,64,52.8382,38.307377,1.0829476,0.9007587,131.11223,45.29292,145.57199,44.260582,171.56197,47.547302,96.808266,76.18743,132.02176,80.53515,126.58849,124.83226,99.131935,160.03612,43.304363,61.670036,139.61646,132.04399,147.16013,168.06322,147.33577,93.99759,170.06866,93.411285,170.78815,160.9028,5.834780584,11.08934021,2.234614054,8.0271,0.86668396,-87.52807,9.533836,44.973473,10.97825274,-2.625442505,1.511408488,1.126069792,0.7
102,43,40.53159,35.448498,94.89965,36.26757,114.99097,36.494545,125.73535,40.053104,159.41177,35.2095,92.57997,67.84316,109.84416,101.92348,110.034256,162.3246,83.2258,200.72455,40.322502,48.744774,123.57077,174.06287,139.98059,198.56941,130.38829,103.53006,160.2943,109.970795,164.28496,201.30719,5.940023257,6.716924286,15.8916982,-2.155136,0.5826416,-96.645935,0.20908737,14.01868439,3.593324988,-14.38223267,5.90923055,3.454618859,0.7
54,31,24.492996,56.52839,1.8701296,1.8124349,106.67692,64.67812,129.93452,65.06337,165.44199,63.818665,74.964035,98.73083,97.456345,115.57206,99.70063,150.16284,73.03534,179.84755,29.715326,107.81211,112.36099,157.95464,124.00157,188.13126,116.13374,101.771706,161.0055,121.461006,157.5916,188.3847,2.903174557,11.98749542,14.44574483,8.283707,8.537155,-72.5592,5.22233,65.741356,7.245502689,-35.34621429,8.191248576,0.846096347,0.7
81,41,51.088985,52.854733,2.8362875,2.0547817,121.97151,54.741135,141.17268,55.596447,161.55466,57.53765,85.30722,89.02605,113.06135,110.8908,111.683975,155.3809,85.154526,193.34354,36.861065,63.740295,124.89906,173.42123,139.07628,200.78934,136.4833,120.47989,159.81801,118.71349,157.4303,198.11308,0.697234907,5.538230896,4.854899089,7.445801,4.7695465,-89.89854,14.227921,49.87068,6.017928713,-8.2837677,4.341374715,0.853302997,0.7
73,39,45.39281,56.13127,1.7349336,1.4486088,117.75785,50.579193,139.71431,52.690388,157.64198,51.585266,95.85803,95.74891,114.15357,109.28232,115.59349,144.27576,82.285736,186.55873,47.547512,113.313354,125.17235,152.72978,136.84985,176.95914,136.35197,102.91383,158.73236,109.35861,162.2141,183.59668,5.707783867,6.769481659,4.151194255,-9.599594,-2.9620514,-67.67682,2.1547012,42.048492,0.602603598,-7.40322876,5.369232178,3.304064581,0.7
61,30,38.65972,45.249325,2.8112586,2.3730836,122.82535,45.046356,136.24504,44.49474,163.39815,44.077663,91.01194,92.90581,117.355865,101.82298,115.66933,135.02782,82.30976,173.89902,48.643353,95.27899,128.79752,145.83844,138.91957,171.86487,137.29463,104.68821,159.1522,105.64708,163.20508,180.09833,1.064754704,1.723278046,2.866307576,-2.0341492,6.1993103,-70.041885,9.983631,47.72882,0.120320965,3.020027161,5.532541911,1.284251647,0.7
98,43,47.340496,54.670963,5.371738,3.5923069,101.98019,41.430737,110.72294,42.442585,135.98239,37.34674,86.35933,107.53556,100.23591,117.54584,104.85812,137.35931,80.7666,193.26169,50.354572,99.43834,113.61252,151.45918,122.55167,188.34767,116.50355,108.19653,138.58502,109.743416,142.77188,194.65958,8.986380172,21.3964119,11.91789246,-4.9140167,1.3978882,-70.801834,3.0140762,31.124268,1.762131857,-13.36471939,7.317565918,2.163607698,0.7
80,41,37.465824,49.80177,1.0492729,1.00979,111.06448,50.78494,129.64822,53.493767,164.35487,53.632378,84.030594,90.55667,114.24521,111.87913,115.205505,148.70135,86.81495,194.7678,41.59794,85.63313,126.197845,161.9383,139.77841,195.43916,135.12057,116.61467,160.63371,123.77472,164.54729,200.4219,4.847436472,6.53943634,10.40169271,0.6713562,5.6540985,-83.560036,4.1321144,49.14937,5.364073071,-32.9821167,5.089818319,4.006991035,0.7
47,24,63.363678,43.539635,1.7240363,1.2752136,122.1723,44.671402,142.73627,43.2251,176.51962,37.93103,96.111,85.94127,119.70531,89.40316,127.13503,124.232025,103.6486,156.35316,63.798115,90.30891,138.61629,143.57228,152.76065,175.09196,147.77228,106.9963,177.8727,105.52852,174.2176,181.98938,5.449721931,8.821521759,10.04026286,18.7388,25.636215,-85.688805,0.4344368,49.38459,7.03957437,-49.88601685,3.971405029,5.262700002,0.7
104,57,49.166363,28.036324,2.3320818,1.3438164,113.429886,27.396818,127.634094,26.509233,164.3984,28.195496,91.17983,62.906235,111.4236,83.87067,108.10421,134.44385,87.45146,186.092,52.950996,76.29449,119.51631,151.4163,129.54271,194.64206,129.27611,97.20299,161.51117,113.70276,161.11603,200.54707,0.080235454,2.325767517,2.367075602,8.550064,14.455078,-110.77139,3.7846336,56.294197,3.367289921,-37.67352295,4.113077799,1.741431408,0.7
91,52,42.921215,45.681652,1.627631,1.2059784,107.23456,55.15918,124.65579,56.311897,159.02748,65.77979,81.19885,105.11328,102.93739,112.65596,98.522385,150.41934,67.818474,194.2933,43.787746,93.91341,108.663704,165.26743,115.15393,200.71515,121.26283,120.348724,154.0281,124.31941,151.09895,205.27232,4.618364841,21.25085831,10.40717061,6.4218445,10.979019,-88.05919,0.8665314,60.505096,-1.754452824,-39.27250671,8.618601481,0.511586986,0.7
116,58,38.55428,51.21096,98.298355,55.847054,121.51385,54.05207,139.85559,53.921844,170.17503,52.66792,94.96304,90.346954,113.65546,110.07606,115.846085,159.35008,86.53357,208.28867,37.26067,100.09714,128.54546,181.22673,140.15135,214.27667,137.38213,129.11456,171.53833,133.00026,172.59357,215.21019,2.067115138,6.40212326,3.495117188,5.9880066,6.921524,-104.200615,1.2936096,13.46283468,6.791180936,-14.36280823,2.521214803,0.746787409,0.7
96,41,39.345665,41.01068,2.4654942,2.0948286,103.61472,40.664997,121.72148,43.175476,151.20071,40.923798,82.30186,98.88867,100.14686,110.80359,106.2073,144.06018,76.64627,205.26143,45.21759,85.97642,115.72438,160.49895,124.52031,202.7629,121.195175,112.89492,146.14679,118.45286,152.03973,205.51973,0.696570717,3.463474274,4.082636515,-2.4985352,0.25830078,-91.959305,5.8719254,44.993416,0.462570433,-30.90292358,7.297912598,0.712684767,0.7
109,48,30.81169,50.771812,3.027535,2.3691125,107.98396,47.72337,120.00237,50.08416,139.40079,46.167263,88.56398,96.81757,104.06938,118.51965,101.91118,168.609,78.1505,213.49252,52.42718,99.598885,113.37669,177.42032,123.34831,211.71196,121.92135,108.32347,137.53638,113.5436,136.81271,210.15833,1.076169984,6.965339661,3.509943644,-1.7805634,-3.334198,-93.19231,21.615492,37.48961,0.416626559,14.33862305,2.968322754,2.090095078,0.7
75,37,29.415405,61.02866,1.3308576,1.1510544,117.10721,59.015095,132.80717,62.75656,169.80977,62.512672,92.515785,96.278915,110.7944,102.83853,110.44044,129.5947,90.22342,170.06494,58.416885,104.62699,123.621765,135.39955,134.12463,152.57007,134.01717,106.775024,167.45699,126.74967,167.98807,188.32259,0.474983492,5.225479126,1.684967041,-17.494873,18.257645,-49.731537,29.00148,59.36933,4.268570296,-17.71331787,2.782989502,1.669974617,0.7
70,38,31.196014,58.636356,2.1223292,1.7534382,132.04585,61.298218,150.7751,57.221222,189.1869,55.30097,97.29786,119.56304,121.07811,124.217636,117.27291,149.04744,93.96103,184.19827,55.724476,114.71907,136.70714,146.42018,150.45474,187.71909,148.39388,86.02731,190.9457,119.15744,192.4549,187.68707,1.371276504,7.412384033,2.961395264,3.520813,3.4888,-63.50145,24.528461,71.913994,6.019931549,-13.43226624,3.351175944,1.554730629,0.7
58,30,38.67522,77.411896,0.98761034,0.9066557,115.86437,76.57232,142.50534,84.82921,187.47498,80.98782,94.87776,133.45999,118.359184,135.60335,121.330376,166.3862,99.29728,212.35576,46.07927,137.02782,140.91338,174.79108,161.60228,215.50325,152.22849,139.745,191.6603,133.65245,196.74178,214.79422,7.691275499,11.83281708,19.21339417,3.1474915,2.4384613,-79.8999,7.404049,66.1446,13.74633324,-66.03205872,9.565511068,4.352740265,0.7
92,35,53.819427,35.321476,2.0745673,1.2980417,126.36394,31.697685,149.8518,30.173061,188.1,31.257648,90.20797,89.06548,108.95485,109.74615,108.983574,142.89682,83.18968,189.76308,52.722397,89.95388,124.74361,158.32559,139.3281,190.93625,143.05971,99.836845,183.52756,108.42197,178.88113,185.2377,6.604992139,6.418018341,11.54387919,1.173172,-4.5253754,-81.1901,1.0970306,79.11643,1.267476867,-50.92762756,9.243540446,0.319052373,0.7
87,46,40.238743,42.702145,1.2553515,1.0221043,128.27039,36.438633,150.89268,40.692863,189.2703,36.43386,100.00194,90.846405,113.70959,130.11607,114.17076,153.7574,93.83904,199.00575,56.50425,98.02529,130.15645,159.28296,148.05702,188.30162,151.25961,99.71107,191.13364,108.295425,190.41136,189.95126,5.170330285,10.52251434,4.025502523,-10.704132,-9.054489,-58.185547,16.265507,75.09953,4.654276648,-33.96817017,2.002934774,1.526416227,0.7
63,35,46.150032,41.04635,1.792914,1.0203588,123.52559,45.88993,147.32024,46.58052,172.3283,44.9144,99.74703,90.026115,127.00168,104.06339,129.10268,146.89037,105.36415,166.4331,72.415634,71.47798,136.85027,156.77858,148.81833,182.28703,144.85367,99.042076,174.19577,94.373184,172.9108,176.47015,4.214421658,7.122901917,4.287490845,15.853928,10.037048,-78.22364,26.265602,43.225616,2.631666248,-20.22985077,2.101618449,0.378781072,0.7
57,35,40.38689,70.02583,1.5222144,1.4171774,112.95683,74.756935,136.30258,76.33505,168.00507,75.70119,86.30144,113.00925,109.213554,125.950294,112.659454,157.48293,85.95688,183.84052,47.393433,120.84147,125.48891,167.20335,140.566,187.32074,138.33968,118.26838,166.78398,122.2894,168.6843,186.97879,5.929926809,8.357826233,4.326487223,3.4802246,3.1382751,-61.370445,7.006542,55.34561,5.440406456,-37.52651978,2.080927531,1.850158095,0.7
75,37,24.740496,47.001064,0.93236434,1.1528069,116.56733,57.994614,138.865,61.042747,176.16028,62.217705,90.42544,118.64496,114.467545,137.71889,118.36925,163.56378,85.45789,200.67586,38.0978,121.089676,131.67773,167.88922,145.1764,202.21603,140.60194,115.294586,171.72362,123.43437,176.76527,203.00621,9.386787527,20.1259346,7.257247925,1.5401764,2.3303528,-64.49715,13.357306,57.79103,6.489074107,-27.35906219,6.318878174,2.313594984,0.7
99,63,14.290955,60.11205,1.3645232,1.3302388,116.08736,58.546852,137.01721,57.10695,177.8348,61.44857,77.881355,103.46733,106.50847,112.816605,107.15974,139.19743,77.433304,168.5079,35.904808,111.55329,123.66717,145.62506,141.05176,168.25621,130.5358,101.09979,174.29959,112.8793,177.2151,164.95186,1.197938669,5.90681839,11.33158366,-0.25169373,-3.5560455,-55.439606,21.613853,70.67506,6.241654812,-21.69847107,4.300476074,2.421869639,0.7
62,38,65.16425,55.764507,1.9529853,1.6257898,129.18837,57.82833,144.5823,56.257736,165.04617,54.510902,104.1742,110.73953,120.91114,124.280365,125.61222,154.27068,107.01831,174.50105,72.2601,130.44492,133.85814,153.73781,150.52103,170.45615,146.96014,99.91762,164.25494,100.70018,166.90555,159.75494,4.8231967,3.810657501,6.333068848,-4.0449066,-14.746109,-46.17578,7.095848,39.433952,8.297422826,-7.691490173,3.006652832,1.964746537,0.7
133,85,50.898857,56.484264,1.4700688,0.7880548,144.0799,61.264862,169.74962,63.504356,202.2822,62.09656,122.47937,90.11018,142.33833,113.077835,139.13959,140.63663,121.29723,160.95895,66.38996,96.78982,154.35518,153.72952,169.2693,168.40466,170.19534,101.319916,202.22855,109.90891,202.68475,169.30795,2.674607533,8.706497192,0.937571208,7.445709,8.348999,-55.326828,15.491104,63.14261,17.85053959,-23.22356415,0.572509766,0.477476539,0.7
81,42,33.939987,82.85474,2.2722907,1.697339,118.953674,81.1152,132.1472,93.66268,166.35184,93.929016,99.16225,129.33224,115.53206,149.62704,114.774734,172.94073,95.860886,214.60175,54.390877,119.57247,127.12036,177.40479,141.22382,212.86278,139.814,136.90878,164.95,137.57674,166.26178,215.43028,3.182227096,23.62176514,11.16226705,-1.7389679,0.828537,-63.235733,20.45089,51.577103,6.790549225,-9.78263855,1.809087118,4.396911235,0.7
118,66,16.462193,49.19388,1.5625403,1.6106626,104.190956,43.079746,118.44453,42.950596,153.52881,43.59069,78.890175,82.40432,99.80278,110.827484,95.47842,145.97736,66.525276,175.4633,25.305763,103.6283,114.68636,159.83212,130.54984,177.34625,124.40915,93.919876,154.48097,93.13638,157.376,172.95897,1.160164551,8.980300903,12.16399384,1.8829498,-2.5043335,-66.51877,8.843571,58.050392,5.370667853,-10.94694519,4.494817098,3.44348712,0.7
87,40,18.026644,74.82425,1.2600958,1.5112728,94.12816,60.455544,112.81408,59.777836,146.68213,56.862595,78.07871,116.045685,88.89481,134.27638,89.420845,162.18425,67.25456,197.31824,33.27629,129.6695,98.06753,169.68782,116.03204,194.1356,109.8044,99.21042,146.28606,115.10127,148.99457,191.4895,9.320118783,23.6883812,6.297070821,-3.1826324,-5.8287354,-59.859222,15.249647,57.261284,4.514789922,-29.00642395,3.347305298,0.387959704,0.7
